indicator,date,value
ZMB_PCPI,2002-12-31,37.465
ZMB_PCPI,2001-12-31,30.649
ZMB_PCPI,2000-12-31,25.255
ZMB_PCPI,1999-12-31,20.352
ZMB_PCPI,1998-12-31,16.432
ZMB_PCPI,1997-12-31,13.396
ZMB_PCPI,1996-12-31,11.033
ZMB_PCPI,1995-12-31,7.961
ZMB_PCPI,1994-12-31,6.056
ZMB_PCPI,1993-12-31,4.146
ZMB_PCPI,1992-12-31,1.604
ZMB_PCPI,1991-12-31,0.65
ZMB_PCPI,1990-12-31,0.351
ZMB_PCPI,1989-12-31,0.181
ZMB_PCPI,1988-12-31,0.085
ZMB_PCPI,1987-12-31,0.058
ZMB_PCPI,1986-12-31,0.041
ZMB_PCPI,1985-12-31,0.028
ZMB_PCPI,1984-12-31,0.02
ZMB_PCPI,1983-12-31,0.017
ZMB_PCPI,1982-12-31,0.014
ZMB_PCPI,1981-12-31,0.012
ZMB_PCPI,1980-12-31,0.011
ZMB_NID_NGDP,2028-12-31,32.342
ZMB_NID_NGDP,2027-12-31,32.242
ZMB_NID_NGDP,2026-12-31,32.042
ZMB_NID_NGDP,2025-12-31,31.541
ZMB_NID_NGDP,2024-12-31,31.54
ZMB_NID_NGDP,2023-12-31,31.545
ZMB_NID_NGDP,2022-12-31,32.032
ZMB_NID_NGDP,2021-12-31,28.479
ZMB_NID_NGDP,2020-12-31,32.293
ZMB_NID_NGDP,2019-12-31,39.262
ZMB_NID_NGDP,2018-12-31,38.641
ZMB_NID_NGDP,2017-12-31,41.003
ZMB_NID_NGDP,2016-12-31,38.206
ZMB_NID_NGDP,2015-12-31,42.791
ZMB_NID_NGDP,2014-12-31,34.043
ZMB_NID_NGDP,2013-12-31,34.039
ZMB_NID_NGDP,2012-12-31,31.755
ZMB_NID_NGDP,2011-12-31,33.644
ZMB_NID_NGDP,2010-12-31,29.878
ZMB_NID_NGDP,2009-12-31,30.277
ZMB_NID_NGDP,2008-12-31,29.63
ZMB_NID_NGDP,2007-12-31,31.7
ZMB_NID_NGDP,2006-12-31,36.699
ZMB_NID_NGDP,2005-12-31,30.965
ZMB_NID_NGDP,2004-12-31,37.015
ZMB_NID_NGDP,2003-12-31,37.728
ZMB_NID_NGDP,2002-12-31,31.677
ZMB_NID_NGDP,2001-12-31,30.259
ZMB_NID_NGDP,2000-12-31,38.999
ZMB_NID_NGDP,1999-12-31,39.812
ZMB_NID_NGDP,1998-12-31,41.166
ZMB_NID_NGDP,1997-12-31,32.091
ZMB_NID_NGDP,1996-12-31,32.562
ZMB_NID_NGDP,1995-12-31,40.368
ZMB_NID_NGDP,1994-12-31,40.155
ZMB_NID_NGDP,1993-12-31,40.35
ZMB_NID_NGDP,1992-12-31,31.676
ZMB_NID_NGDP,1991-12-31,30.421
ZMB_NID_NGDP,1990-12-31,46.182
ZMB_NID_NGDP,1989-12-31,23.664
ZMB_NID_NGDP,1988-12-31,28.277
ZMB_NID_NGDP,1987-12-31,38.488
ZMB_NID_NGDP,1986-12-31,84.203
ZMB_NID_NGDP,1985-12-31,65.777
ZMB_NID_NGDP,1984-12-31,51.011
ZMB_NID_NGDP,1983-12-31,42.609
ZMB_NID_NGDP,1982-12-31,47.343
ZMB_NID_NGDP,1981-12-31,56.289
ZMB_NID_NGDP,1980-12-31,72.032
ZMB_NGSD_NGDP,2028-12-31,39.634
ZMB_NGSD_NGDP,2027-12-31,40.028
ZMB_NGSD_NGDP,2026-12-31,37.482
ZMB_NGSD_NGDP,2025-12-31,35.986
ZMB_NGSD_NGDP,2024-12-31,35.998
ZMB_NGSD_NGDP,2023-12-31,35.392
ZMB_NGSD_NGDP,2022-12-31,34.393
ZMB_NGSD_NGDP,2021-12-31,37.692
ZMB_NGSD_NGDP,2020-12-31,42.907
ZMB_NGSD_NGDP,2019-12-31,39.697
ZMB_NGSD_NGDP,2018-12-31,37.343
ZMB_NGSD_NGDP,2017-12-31,39.322
ZMB_NGSD_NGDP,2016-12-31,34.941
ZMB_NGSD_NGDP,2015-12-31,40.103
ZMB_NGSD_NGDP,2014-12-31,36.185
ZMB_NGSD_NGDP,2013-12-31,33.463
ZMB_NGSD_NGDP,2012-12-31,37.135
ZMB_NGSD_NGDP,2011-12-31,38.304
ZMB_NGSD_NGDP,2010-12-31,37.405
ZMB_NGSD_NGDP,2009-12-31,36.23
ZMB_NGSD_NGDP,2008-12-31,26.3
ZMB_NGSD_NGDP,2007-12-31,30.462
ZMB_NGSD_NGDP,2006-12-31,41.342
ZMB_NGSD_NGDP,2005-12-31,28.178
ZMB_NGSD_NGDP,2004-12-31,33.999
ZMB_NGSD_NGDP,2003-12-31,27.394
ZMB_NGSD_NGDP,2002-12-31,19.533
ZMB_NGSD_NGDP,2001-12-31,12.833
ZMB_NGSD_NGDP,2000-12-31,26.821
ZMB_NGSD_NGDP,1999-12-31,1.588
ZMB_NGSD_NGDP,1998-12-31,-0.267
ZMB_NGSD_NGDP,1997-12-31,6.83
ZMB_NGSD_NGDP,1996-12-31,10.014
ZMB_NGSD_NGDP,1995-12-31,8.136
ZMB_NGSD_NGDP,1994-12-31,12.908
ZMB_NGSD_NGDP,1993-12-31,11.284
ZMB_NGSD_NGDP,1992-12-31,7.607
ZMB_NGSD_NGDP,1991-12-31,10.32
ZMB_NGSD_NGDP,1990-12-31,13.538
ZMB_NGSD_NGDP,1989-12-31,6.431
ZMB_NGSD_NGDP,1988-12-31,10.802
ZMB_NGSD_NGDP,1987-12-31,9.595
ZMB_NGSD_NGDP,1986-12-31,14.654
ZMB_NGSD_NGDP,1985-12-31,10.765
ZMB_NGSD_NGDP,1984-12-31,7.016
ZMB_NGSD_NGDP,1983-12-31,6.24
ZMB_NGSD_NGDP,1982-12-31,-0.655
ZMB_NGSD_NGDP,1981-12-31,0.052
ZMB_NGSD_NGDP,1980-12-31,10.834
ZMB_NGDPRPPPPC,2028-12-31,3635.469
ZMB_NGDPRPPPPC,2027-12-31,3548.01
ZMB_NGDPRPPPPC,2026-12-31,3468.163
ZMB_NGDPRPPPPC,2025-12-31,3399.804
ZMB_NGDPRPPPPC,2024-12-31,3339.721
ZMB_NGDPRPPPPC,2023-12-31,3296.386
ZMB_NGDPRPPPPC,2022-12-31,3257.099
ZMB_NGDPRPPPPC,2021-12-31,3236.796
ZMB_NGDPRPPPPC,2020-12-31,3183.658
ZMB_NGDPRPPPPC,2019-12-31,3372.366
ZMB_NGDPRPPPPC,2018-12-31,3425.956
ZMB_NGDPRPPPPC,2017-12-31,3395.477
ZMB_NGDPRPPPPC,2016-12-31,3384.265
ZMB_NGDPRPPPPC,2015-12-31,3365.373
ZMB_NGDPRPPPPC,2014-12-31,3375.948
ZMB_NGDPRPPPPC,2013-12-31,3330.892
ZMB_NGDPRPPPPC,2012-12-31,3275.975
ZMB_NGDPRPPPPC,2011-12-31,3146.851
ZMB_NGDPRPPPPC,2010-12-31,3083.362
ZMB_NGDPRPPPPC,2009-12-31,2894.97
ZMB_NGDPRPPPPC,2008-12-31,2746.496
ZMB_NGDPRPPPPC,2007-12-31,2641.037
ZMB_NGDPRPPPPC,2006-12-31,2525.103
ZMB_NGDPRPPPPC,2005-12-31,2422.44
ZMB_NGDPRPPPPC,2004-12-31,2335.074
ZMB_NGDPRPPPPC,2003-12-31,2252.12
ZMB_NGDPRPPPPC,2002-12-31,2171.935
ZMB_NGDPRPPPPC,2001-12-31,2142.792
ZMB_NGDPRPPPPC,2000-12-31,2096.494
ZMB_NGDPRPPPPC,1999-12-31,2074.458
ZMB_NGDPRPPPPC,1998-12-31,2034.901
ZMB_NGDPRPPPPC,1997-12-31,2096.299
ZMB_NGDPRPPPPC,1996-12-31,2071.713
ZMB_NGDPRPPPPC,1995-12-31,1999.361
ZMB_NGDPRPPPPC,1994-12-31,1991.19
ZMB_NGDPRPPPPC,1993-12-31,2366.823
ZMB_NGDPRPPPPC,1992-12-31,2437.342
ZMB_NGDPRPPPPC,1991-12-31,2459.531
ZMB_NGDPRPPPPC,1990-12-31,2551.859
ZMB_NGDPRPPPPC,1989-12-31,2647.402
ZMB_NGDPRPPPPC,1988-12-31,2832.173
ZMB_NGDPRPPPPC,1987-12-31,2670.09
ZMB_NGDPRPPPPC,1986-12-31,2709.684
ZMB_NGDPRPPPPC,1985-12-31,2744.385
ZMB_NGDPRPPPPC,1984-12-31,2792.938
ZMB_NGDPRPPPPC,1983-12-31,2929.153
ZMB_NGDPRPPPPC,1982-12-31,3056.044
ZMB_NGDPRPPPPC,1981-12-31,3248.776
ZMB_NGDPRPPPPC,1980-12-31,3146.977
ZMB_NGDP_RPCH,2028-12-31,5.131
ZMB_NGDP_RPCH,2027-12-31,5.002
ZMB_NGDP_RPCH,2026-12-31,4.732
ZMB_NGDP_RPCH,2025-12-31,4.555
ZMB_NGDP_RPCH,2024-12-31,4.097
ZMB_NGDP_RPCH,2023-12-31,3.997
ZMB_NGDP_RPCH,2022-12-31,3.441
ZMB_NGDP_RPCH,2021-12-31,4.599
ZMB_NGDP_RPCH,2020-12-31,-2.785
ZMB_NGDP_RPCH,2019-12-31,1.441
ZMB_NGDP_RPCH,2018-12-31,4.035
ZMB_NGDP_RPCH,2017-12-31,3.504
ZMB_NGDP_RPCH,2016-12-31,3.777
ZMB_NGDP_RPCH,2015-12-31,2.92
ZMB_NGDP_RPCH,2014-12-31,4.698
ZMB_NGDP_RPCH,2013-12-31,5.057
ZMB_NGDP_RPCH,2012-12-31,7.598
ZMB_NGDP_RPCH,2011-12-31,5.565
ZMB_NGDP_RPCH,2010-12-31,10.298
ZMB_NGDP_RPCH,2009-12-31,9.22
ZMB_NGDP_RPCH,2008-12-31,7.774
ZMB_NGDP_RPCH,2007-12-31,8.352
ZMB_NGDP_RPCH,2006-12-31,7.904
ZMB_NGDP_RPCH,2005-12-31,7.236
ZMB_NGDP_RPCH,2004-12-31,7.032
ZMB_NGDP_RPCH,2003-12-31,6.945
ZMB_NGDP_RPCH,2002-12-31,4.506
ZMB_NGDP_RPCH,2001-12-31,5.317
ZMB_NGDP_RPCH,2000-12-31,3.897
ZMB_NGDP_RPCH,1999-12-31,4.65
ZMB_NGDP_RPCH,1998-12-31,-0.386
ZMB_NGDP_RPCH,1997-12-31,3.814
ZMB_NGDP_RPCH,1996-12-31,6.219
ZMB_NGDP_RPCH,1995-12-31,2.898
ZMB_NGDP_RPCH,1994-12-31,-13.309
ZMB_NGDP_RPCH,1993-12-31,-0.077
ZMB_NGDP_RPCH,1992-12-31,2.052
ZMB_NGDP_RPCH,1991-12-31,-0.666
ZMB_NGDP_RPCH,1990-12-31,-0.579
ZMB_NGDP_RPCH,1989-12-31,-3.658
ZMB_NGDP_RPCH,1988-12-31,9.271
ZMB_NGDP_RPCH,1987-12-31,1.491
ZMB_NGDP_RPCH,1986-12-31,1.698
ZMB_NGDP_RPCH,1985-12-31,1.237
ZMB_NGDP_RPCH,1984-12-31,-1.718
ZMB_NGDP_RPCH,1983-12-31,-1.145
ZMB_NGDP_RPCH,1982-12-31,-2.912
ZMB_NGDP_RPCH,1981-12-31,6.631
ZMB_NGDP_RPCH,1980-12-31,3.854
ZMB_NGDPRPC,2028-12-31,8310.809
ZMB_NGDPRPC,2027-12-31,8110.875
ZMB_NGDPRPC,2026-12-31,7928.342
ZMB_NGDPRPC,2025-12-31,7772.071
ZMB_NGDPRPC,2024-12-31,7634.72
ZMB_NGDPRPC,2023-12-31,7535.653
ZMB_NGDPRPC,2022-12-31,7445.843
ZMB_NGDPRPC,2021-12-31,7399.429
ZMB_NGDPRPC,2020-12-31,7277.953
ZMB_NGDPRPC,2019-12-31,7709.348
ZMB_NGDPRPC,2018-12-31,7831.857
ZMB_NGDPRPC,2017-12-31,7762.179
ZMB_NGDPRPC,2016-12-31,7736.55
ZMB_NGDPRPC,2015-12-31,7693.362
ZMB_NGDPRPC,2014-12-31,7717.537
ZMB_NGDPRPC,2013-12-31,7614.537
ZMB_NGDPRPC,2012-12-31,7488.995
ZMB_NGDPRPC,2011-12-31,7193.813
ZMB_NGDPRPC,2010-12-31,7048.674
ZMB_NGDPRPC,2009-12-31,6618.002
ZMB_NGDPRPC,2008-12-31,6278.586
ZMB_NGDPRPC,2007-12-31,6037.503
ZMB_NGDPRPC,2006-12-31,5772.473
ZMB_NGDPRPC,2005-12-31,5537.782
ZMB_NGDPRPC,2004-12-31,5338.062
ZMB_NGDPRPC,2003-12-31,5148.424
ZMB_NGDPRPC,2002-12-31,4965.121
ZMB_NGDPRPC,2001-12-31,4898.497
ZMB_NGDPRPC,2000-12-31,4792.66
ZMB_NGDPRPC,1999-12-31,4742.283
ZMB_NGDPRPC,1998-12-31,4651.856
ZMB_NGDPRPC,1997-12-31,4792.212
ZMB_NGDPRPC,1996-12-31,4736.008
ZMB_NGDPRPC,1995-12-31,4570.609
ZMB_NGDPRPC,1994-12-31,4551.93
ZMB_NGDPRPC,1993-12-31,5410.641
ZMB_NGDPRPC,1992-12-31,5571.849
ZMB_NGDPRPC,1991-12-31,5622.575
ZMB_NGDPRPC,1990-12-31,5833.638
ZMB_NGDPRPC,1989-12-31,6052.054
ZMB_NGDPRPC,1988-12-31,6474.446
ZMB_NGDPRPC,1987-12-31,6103.92
ZMB_NGDPRPC,1986-12-31,6194.433
ZMB_NGDPRPC,1985-12-31,6273.761
ZMB_NGDPRPC,1984-12-31,6384.753
ZMB_NGDPRPC,1983-12-31,6696.147
ZMB_NGDPRPC,1982-12-31,6986.223
ZMB_NGDPRPC,1981-12-31,7426.817
ZMB_NGDPRPC,1980-12-31,7194.099
ZMB_NGDP_R,2028-12-31,195.049
ZMB_NGDP_R,2027-12-31,185.529
ZMB_NGDP_R,2026-12-31,176.691
ZMB_NGDP_R,2025-12-31,168.708
ZMB_NGDP_R,2024-12-31,161.357
ZMB_NGDP_R,2023-12-31,155.006
ZMB_NGDP_R,2022-12-31,149.048
ZMB_NGDP_R,2021-12-31,144.09
ZMB_NGDP_R,2020-12-31,137.755
ZMB_NGDP_R,2019-12-31,141.701
ZMB_NGDP_R,2018-12-31,139.688
ZMB_NGDP_R,2017-12-31,134.271
ZMB_NGDP_R,2016-12-31,129.725
ZMB_NGDP_R,2015-12-31,125.004
ZMB_NGDP_R,2014-12-31,121.457
ZMB_NGDP_R,2013-12-31,116.007
ZMB_NGDP_R,2012-12-31,110.423
ZMB_NGDP_R,2011-12-31,102.626
ZMB_NGDP_R,2010-12-31,97.216
ZMB_NGDP_R,2009-12-31,88.139
ZMB_NGDP_R,2008-12-31,80.698
ZMB_NGDP_R,2007-12-31,74.878
ZMB_NGDP_R,2006-12-31,69.106
ZMB_NGDP_R,2005-12-31,64.044
ZMB_NGDP_R,2004-12-31,59.722
ZMB_NGDP_R,2003-12-31,55.798
ZMB_NGDP_R,2002-12-31,52.175
ZMB_NGDP_R,2001-12-31,49.925
ZMB_NGDP_R,2000-12-31,47.405
ZMB_NGDP_R,1999-12-31,45.627
ZMB_NGDP_R,1998-12-31,43.599
ZMB_NGDP_R,1997-12-31,43.768
ZMB_NGDP_R,1996-12-31,42.16
ZMB_NGDP_R,1995-12-31,39.692
ZMB_NGDP_R,1994-12-31,38.574
ZMB_NGDP_R,1993-12-31,44.496
ZMB_NGDP_R,1992-12-31,44.53
ZMB_NGDP_R,1991-12-31,43.635
ZMB_NGDP_R,1990-12-31,43.928
ZMB_NGDP_R,1989-12-31,44.183
ZMB_NGDP_R,1988-12-31,45.861
ZMB_NGDP_R,1987-12-31,41.97
ZMB_NGDP_R,1986-12-31,41.353
ZMB_NGDP_R,1985-12-31,40.663
ZMB_NGDP_R,1984-12-31,40.166
ZMB_NGDP_R,1983-12-31,40.868
ZMB_NGDP_R,1982-12-31,41.341
ZMB_NGDP_R,1981-12-31,42.581
ZMB_NGDP_R,1980-12-31,39.933
ZMB_NGDPPC,2028-12-31,41066.374
ZMB_NGDPPC,2027-12-31,37627.531
ZMB_NGDPPC,2026-12-31,34537.814
ZMB_NGDPPC,2025-12-31,31702.811
ZMB_NGDPPC,2024-12-31,29156.215
ZMB_NGDPPC,2023-12-31,26810.781
ZMB_NGDPPC,2022-12-31,24149.361
ZMB_NGDPPC,2021-12-31,22767.914
ZMB_NGDPPC,2020-12-31,17552.21
ZMB_NGDPPC,2019-12-31,16346.079
ZMB_NGDPPC,2018-12-31,15428.132
ZMB_NGDPPC,2017-12-31,14235.808
ZMB_NGDPPC,2016-12-31,12887.712
ZMB_NGDPPC,2015-12-31,11286.218
ZMB_NGDPPC,2014-12-31,10614.735
ZMB_NGDPPC,2013-12-31,9933.116
ZMB_NGDPPC,2012-12-31,8903.014
ZMB_NGDPPC,2011-12-31,7993.211
ZMB_NGDPPC,2010-12-31,7048.674
ZMB_NGDPPC,2009-12-31,5807.767
ZMB_NGDPPC,2008-12-31,5219.706
ZMB_NGDPPC,2007-12-31,4536.578
ZMB_NGDPPC,2006-12-31,3839.45
ZMB_NGDPPC,2005-12-31,3215.713
ZMB_NGDPPC,2004-12-31,2657.294
ZMB_NGDPPC,2003-12-31,2140.795
ZMB_NGDPPC,2002-12-31,1755.475
ZMB_NGDPPC,2001-12-31,1450.629
ZMB_NGDPPC,2000-12-31,1132.429
ZMB_NGDPPC,1999-12-31,844.953
ZMB_NGDPPC,1998-12-31,702.861
ZMB_NGDPPC,1997-12-31,619.355
ZMB_NGDPPC,1996-12-31,488.101
ZMB_NGDPPC,1995-12-31,378.816
ZMB_NGDPPC,1994-12-31,288.848
ZMB_NGDPPC,1993-12-31,196.928
ZMB_NGDPPC,1992-12-31,77.872
ZMB_NGDPPC,1991-12-31,30.733
ZMB_NGDPPC,1990-12-31,16.431
ZMB_NGDPPC,1989-12-31,8.259
ZMB_NGDPPC,1988-12-31,4.755
ZMB_NGDPPC,1987-12-31,3.143
ZMB_NGDPPC,1986-12-31,2.147
ZMB_NGDPPC,1985-12-31,1.192
ZMB_NGDPPC,1984-12-31,0.856
ZMB_NGDPPC,1983-12-31,0.749
ZMB_NGDPPC,1982-12-31,0.664
ZMB_NGDPPC,1981-12-31,0.664
ZMB_NGDPPC,1980-12-31,0.603
ZMB_NGDP_FY,2028-12-31,963.799
ZMB_NGDP_FY,2027-12-31,860.697
ZMB_NGDP_FY,2026-12-31,769.708
ZMB_NGDP_FY,2025-12-31,688.171
ZMB_NGDP_FY,2024-12-31,616.208
ZMB_NGDP_FY,2023-12-31,551.491
ZMB_NGDP_FY,2022-12-31,483.414
ZMB_NGDP_FY,2021-12-31,443.362
ZMB_NGDP_FY,2020-12-31,332.223
ZMB_NGDP_FY,2019-12-31,300.449
ZMB_NGDP_FY,2018-12-31,275.175
ZMB_NGDP_FY,2017-12-31,246.252
ZMB_NGDP_FY,2016-12-31,216.098
ZMB_NGDP_FY,2015-12-31,183.381
ZMB_NGDP_FY,2014-12-31,167.053
ZMB_NGDP_FY,2013-12-31,151.331
ZMB_NGDP_FY,2012-12-31,131.272
ZMB_NGDP_FY,2011-12-31,114.03
ZMB_NGDP_FY,2010-12-31,97.216
ZMB_NGDP_FY,2009-12-31,77.348
ZMB_NGDP_FY,2008-12-31,67.089
ZMB_NGDP_FY,2007-12-31,56.263
ZMB_NGDP_FY,2006-12-31,45.964
ZMB_NGDP_FY,2005-12-31,37.189
ZMB_NGDP_FY,2004-12-31,29.73
ZMB_NGDP_FY,2003-12-31,23.202
ZMB_NGDP_FY,2002-12-31,18.447
ZMB_NGDP_FY,2001-12-31,14.785
ZMB_NGDP_FY,2000-12-31,11.201
ZMB_NGDP_FY,1999-12-31,8.316
ZMB_NGDP_FY,1998-12-31,6.704
ZMB_NGDP_FY,1997-12-31,5.717
ZMB_NGDP_FY,1996-12-31,4.393
ZMB_NGDP_FY,1995-12-31,3.342
ZMB_NGDP_FY,1994-12-31,2.491
ZMB_NGDP_FY,1993-12-31,1.648
ZMB_NGDP_FY,1992-12-31,0.633
ZMB_NGDP_FY,1991-12-31,0.243
ZMB_NGDP_FY,1990-12-31,0.126
ZMB_NGDP_FY,1989-12-31,0.061
ZMB_NGDP_FY,1988-12-31,0.034
ZMB_NGDP_FY,1987-12-31,0.022
ZMB_NGDP_FY,1986-12-31,0.015
ZMB_NGDP_FY,1985-12-31,0.008
ZMB_NGDP_FY,1984-12-31,0.005
ZMB_NGDP_FY,1983-12-31,0.005
ZMB_NGDP_FY,1982-12-31,0.004
ZMB_NGDP_FY,1981-12-31,0.004
ZMB_NGDP_FY,1980-12-31,0.003
ZMB_NGDPDPC,2028-12-31,1829.939
ZMB_NGDPDPC,2027-12-31,1734.23
ZMB_NGDPDPC,2026-12-31,1646.443
ZMB_NGDPDPC,2025-12-31,1563.149
ZMB_NGDPDPC,2024-12-31,1488.956
ZMB_NGDPDPC,2023-12-31,1423.059
ZMB_NGDPDPC,2022-12-31,1423.753
ZMB_NGDPDPC,2021-12-31,1137.344
ZMB_NGDPDPC,2020-12-31,956.832
ZMB_NGDPDPC,2019-12-31,1268.121
ZMB_NGDPDPC,2018-12-31,1475.2
ZMB_NGDPDPC,2017-12-31,1495.751
ZMB_NGDPDPC,2016-12-31,1250.324
ZMB_NGDPDPC,2015-12-31,1307.536
ZMB_NGDPDPC,2014-12-31,1724.805
ZMB_NGDPDPC,2013-12-31,1840.665
ZMB_NGDPDPC,2012-12-31,1729.58
ZMB_NGDPDPC,2011-12-31,1644.13
ZMB_NGDPDPC,2010-12-31,1469.239
ZMB_NGDPDPC,2009-12-31,1151.193
ZMB_NGDPDPC,2008-12-31,1393.78
ZMB_NGDPDPC,2007-12-31,1133.672
ZMB_NGDPDPC,2006-12-31,1066.02
ZMB_NGDPDPC,2005-12-31,720.204
ZMB_NGDPDPC,2004-12-31,556.05
ZMB_NGDPDPC,2003-12-31,452.287
ZMB_NGDPDPC,2002-12-31,399.099
ZMB_NGDPDPC,2001-12-31,379.713
ZMB_NGDPDPC,2000-12-31,364.026
ZMB_NGDPDPC,1999-12-31,353.893
ZMB_NGDPDPC,1998-12-31,377.518
ZMB_NGDPDPC,1997-12-31,471.141
ZMB_NGDPDPC,1996-12-31,404.235
ZMB_NGDPDPC,1995-12-31,437.482
ZMB_NGDPDPC,1994-12-31,431.567
ZMB_NGDPDPC,1993-12-31,431.614
ZMB_NGDPDPC,1992-12-31,452.218
ZMB_NGDPDPC,1991-12-31,475.448
ZMB_NGDPDPC,1990-12-31,542.462
ZMB_NGDPDPC,1989-12-31,597.885
ZMB_NGDPDPC,1988-12-31,578.18
ZMB_NGDPDPC,1987-12-31,353.589
ZMB_NGDPDPC,1986-12-31,293.871
ZMB_NGDPDPC,1985-12-31,439.344
ZMB_NGDPDPC,1984-12-31,477.314
ZMB_NGDPDPC,1983-12-31,598.533
ZMB_NGDPDPC,1982-12-31,715.135
ZMB_NGDPDPC,1981-12-31,764.864
ZMB_NGDPDPC,1980-12-31,764.919
ZMB_NGDP_D,2028-12-31,494.132
ZMB_NGDP_D,2027-12-31,463.915
ZMB_NGDP_D,2026-12-31,435.625
ZMB_NGDP_D,2025-12-31,407.907
ZMB_NGDP_D,2024-12-31,381.89
ZMB_NGDP_D,2023-12-31,355.786
ZMB_NGDP_D,2022-12-31,324.333
ZMB_NGDP_D,2021-12-31,307.698
ZMB_NGDP_D,2020-12-31,241.17
ZMB_NGDP_D,2019-12-31,212.029
ZMB_NGDP_D,2018-12-31,196.992
ZMB_NGDP_D,2017-12-31,183.4
ZMB_NGDP_D,2016-12-31,166.582
ZMB_NGDP_D,2015-12-31,146.701
ZMB_NGDP_D,2014-12-31,137.54
ZMB_NGDP_D,2013-12-31,130.449
ZMB_NGDP_D,2012-12-31,118.881
ZMB_NGDP_D,2011-12-31,111.112
ZMB_NGDP_D,2010-12-31,100.0
ZMB_NGDP_D,2009-12-31,87.757
ZMB_NGDP_D,2008-12-31,83.135
ZMB_NGDP_D,2007-12-31,75.14
ZMB_NGDP_D,2006-12-31,66.513
ZMB_NGDP_D,2005-12-31,58.069
ZMB_NGDP_D,2004-12-31,49.78
ZMB_NGDP_D,2003-12-31,41.582
ZMB_NGDP_D,2002-12-31,35.356
ZMB_NGDP_D,2001-12-31,29.614
ZMB_NGDP_D,2000-12-31,23.628
ZMB_NGDP_D,1999-12-31,17.817
ZMB_NGDP_D,1998-12-31,15.109
ZMB_NGDP_D,1997-12-31,12.924
ZMB_NGDP_D,1996-12-31,10.306
ZMB_NGDP_D,1995-12-31,8.288
ZMB_NGDP_D,1994-12-31,6.346
ZMB_NGDP_D,1993-12-31,3.64
ZMB_NGDP_D,1992-12-31,1.398
ZMB_NGDP_D,1991-12-31,0.547
ZMB_NGDP_D,1990-12-31,0.282
ZMB_NGDP_D,1989-12-31,0.136
ZMB_NGDP_D,1988-12-31,0.073
ZMB_NGDP_D,1987-12-31,0.051
ZMB_NGDP_D,1986-12-31,0.035
ZMB_NGDP_D,1985-12-31,0.019
ZMB_NGDP_D,1984-12-31,0.013
ZMB_NGDP_D,1983-12-31,0.011
ZMB_NGDP_D,1982-12-31,0.01
ZMB_NGDP_D,1981-12-31,0.009
ZMB_NGDP_D,1980-12-31,0.008
ZMB_NGDPD,2028-12-31,42.947
ZMB_NGDPD,2027-12-31,39.669
ZMB_NGDPD,2026-12-31,36.693
ZMB_NGDPD,2025-12-31,33.931
ZMB_NGDPD,2024-12-31,31.469
ZMB_NGDPD,2023-12-31,29.272
ZMB_NGDPD,2022-12-31,28.5
ZMB_NGDPD,2021-12-31,22.148
ZMB_NGDPD,2020-12-31,18.111
ZMB_NGDPD,2019-12-31,23.309
ZMB_NGDPD,2018-12-31,26.312
ZMB_NGDPD,2017-12-31,25.874
ZMB_NGDPD,2016-12-31,20.965
ZMB_NGDPD,2015-12-31,21.245
ZMB_NGDPD,2014-12-31,27.145
ZMB_NGDPD,2013-12-31,28.042
ZMB_NGDPD,2012-12-31,25.502
ZMB_NGDPD,2011-12-31,23.455
ZMB_NGDPD,2010-12-31,20.264
ZMB_NGDPD,2009-12-31,15.332
ZMB_NGDPD,2008-12-31,17.914
ZMB_NGDPD,2007-12-31,14.06
ZMB_NGDPD,2006-12-31,12.762
ZMB_NGDPD,2005-12-31,8.329
ZMB_NGDPD,2004-12-31,6.221
ZMB_NGDPD,2003-12-31,4.902
ZMB_NGDPD,2002-12-31,4.194
ZMB_NGDPD,2001-12-31,3.87
ZMB_NGDPD,2000-12-31,3.601
ZMB_NGDPD,1999-12-31,3.405
ZMB_NGDPD,1998-12-31,3.538
ZMB_NGDPD,1997-12-31,4.303
ZMB_NGDPD,1996-12-31,3.599
ZMB_NGDPD,1995-12-31,3.799
ZMB_NGDPD,1994-12-31,3.657
ZMB_NGDPD,1993-12-31,3.549
ZMB_NGDPD,1992-12-31,3.614
ZMB_NGDPD,1991-12-31,3.69
ZMB_NGDPD,1990-12-31,4.085
ZMB_NGDPD,1989-12-31,4.365
ZMB_NGDPD,1988-12-31,4.095
ZMB_NGDPD,1987-12-31,2.431
ZMB_NGDPD,1986-12-31,1.962
ZMB_NGDPD,1985-12-31,2.848
ZMB_NGDPD,1984-12-31,3.003
ZMB_NGDPD,1983-12-31,3.653
ZMB_NGDPD,1982-12-31,4.232
ZMB_NGDPD,1981-12-31,4.385
ZMB_NGDPD,1980-12-31,4.246
ZMB_NGDP,2028-12-31,963.799
ZMB_NGDP,2027-12-31,860.697
ZMB_NGDP,2026-12-31,769.708
ZMB_NGDP,2025-12-31,688.171
ZMB_NGDP,2024-12-31,616.208
ZMB_NGDP,2023-12-31,551.491
ZMB_NGDP,2022-12-31,483.414
ZMB_NGDP,2021-12-31,443.362
ZMB_NGDP,2020-12-31,332.223
ZMB_NGDP,2019-12-31,300.449
ZMB_NGDP,2018-12-31,275.175
ZMB_NGDP,2017-12-31,246.252
ZMB_NGDP,2016-12-31,216.098
ZMB_NGDP,2015-12-31,183.381
